rowid,user,ts,ts converted,new ts,,channel,text,agreeableness,conscientiousness,extraversion,openness,adventurer,advocate,architect,campaigner,commander,consul,debater,defender,entertainer,entrepreneur,executive,logician,logistician,mediator,protagonist,virtuoso,anger,fear,joy,sadness,surprise,final_sentiment
59,U0X6CUQ3D,3/04/2016 13:59,4/04/2016 11:47,4/04/2016 11:47,21,Data Preparation,going prepare data dumping conversation need create table defines feature,0.351786395,0.502280994,0.472638928,0.465773279,0.054138783,0.029545599,0.061302591,0.039209966,0.060504434,0.039739424,0.081354673,0.040263655,0.053433898,0.110867154,0.082453214,0.08242788,0.083540916,0.039727212,0.029160916,0.112329682,0.377281278,0.160426795,0.192648306,0.137955472,0.131688148,0.563056827
60,U0X6CUQ3D,3/04/2016 14:00,4/04/2016 11:48,4/04/2016 11:48,21,Data Preparation,grain fact sentence complete message,0.598844562,0.402383555,0.720156099,0.449616141,0.045997335,0.017895364,0.010357327,0.121830789,0.043737949,0.120486272,0.070512194,0.028531648,0.194242107,0.112421803,0.069734022,0.016697579,0.016513306,0.028850035,0.075570317,0.026621948,0.499163866,0.118127689,0.150906876,0.201083586,0.030717984,0.583758235
61,U0X6CUQ3D,3/04/2016 14:01,4/04/2016 11:49,4/04/2016 11:49,21,Data Preparation,tag collective sentiment without soley rely automatic method person feature measure sentiment statement,0.498646691,0.389853872,0.596551458,0.7526808,0.016998059,0.066967834,0.075106451,0.13885827,0.111653017,0.018116749,0.155733749,0.012186726,0.025269261,0.028340241,0.020318482,0.104758559,0.013667782,0.093406807,0.099554175,0.019063837,0.299362242,0.073888749,0.108720437,0.377885848,0.140142724,0.376929015
62,U0X6CUQ3D,3/04/2016 14:02,4/04/2016 11:49,4/04/2016 11:49,21,Data Preparation,one result could talk perceived others way use word,0.488522714,0.455923618,0.549677676,0.557164047,0.050425846,0.053139143,0.057108889,0.085125442,0.073922113,0.052741161,0.091484716,0.040745441,0.065271539,0.070147632,0.056681175,0.070676964,0.043789318,0.065764076,0.068783649,0.054192896,0.414313078,0.125413328,0.042678572,0.391093343,0.026501661,0.268813968
63,U0X6CUQ3D,3/04/2016 14:02,4/04/2016 11:50,4/04/2016 11:50,21,Data Preparation,would pretty cool generally people polite never say feel others never get opportunity improve behavior beyond self reflective unless someone explicitly tell u,0.564546164,0.384388622,0.731668368,0.652014282,0.017507667,0.031176514,0.025127481,0.182630321,0.108967427,0.056205449,0.147195418,0.012960766,0.075923464,0.061192391,0.045300171,0.033942713,0.01044605,0.042113869,0.135199563,0.014110737,0.490350962,0.033576202,0.026712466,0.426568687,0.022791646,0.797314703
64,U0X6CUQ3D,3/04/2016 14:03,4/04/2016 11:51,4/04/2016 11:51,21,Modelling,also using knime tool dam worth checking need know programming data science visual based gui workflow,0.408405481,0.433888579,0.396531593,0.756303847,0.024100372,0.091560666,0.152618963,0.055957068,0.066696454,0.007531236,0.093272692,0.01723344,0.010532173,0.017555676,0.012553527,0.213432359,0.028725761,0.128044435,0.040013191,0.040171986,0.300557554,0.244891793,0.166953743,0.161530018,0.126066864,0.938796937
65,U0X6CUQ3D,3/04/2016 14:04,4/04/2016 11:52,4/04/2016 11:52,21,General,okay cool set new major phase crisp,0.656985487,0.352604826,0.669594006,0.736023406,0.023990985,0.076761322,0.037023216,0.214442784,0.073705051,0.034034965,0.103429192,0.017096302,0.047760755,0.023035778,0.016415609,0.051954123,0.008245821,0.107718011,0.152814849,0.011571237,0.098332956,0.222181678,0.576727629,0.066450357,0.036307387,0.844884753
66,U0X6CUQ3D,3/04/2016 14:04,4/04/2016 11:52,4/04/2016 11:52,21,General,one subject well talk assignment,0.586682608,0.438137484,0.657553899,0.332701708,0.084417181,0.013606584,0.00767463,0.060030252,0.020839501,0.141081333,0.03385934,0.051956475,0.229224336,0.129291222,0.079575226,0.012469488,0.029305423,0.022107533,0.036946985,0.047614493,0.312775791,0.33081609,0.118572384,0.173900262,0.063935533,0.634853005
67,U0X6CUQ3D,3/04/2016 14:05,4/04/2016 11:52,4/04/2016 11:52,21,General,cic around pretty difficult use collaboration honest web app slow,0.471802059,0.476916097,0.464609852,0.584583897,0.053934714,0.075473978,0.087902063,0.06467396,0.066927118,0.036487346,0.075323637,0.047922473,0.041064963,0.047827013,0.042495616,0.098930049,0.05581373,0.084942766,0.057464588,0.062815989,0.737438858,0.04656592,0.042261846,0.147819191,0.025914207,0.265351892
68,U0X6CUQ3D,3/04/2016 14:05,4/04/2016 11:53,4/04/2016 11:53,21,General,also could include messaging research also see conversation look like whilst still academic project based work,0.479524606,0.474489066,0.637490601,0.565525068,0.023954198,0.039016853,0.048227913,0.096703822,0.123676743,0.063557874,0.119533567,0.024784479,0.061428682,0.075930706,0.07856255,0.046612276,0.030635575,0.037709786,0.100055692,0.029609281,0.251631916,0.261686146,0.160528153,0.236343428,0.089810312,0.301148295
69,U0X6CUQ3D,3/04/2016 14:06,4/04/2016 11:54,4/04/2016 11:54,21,General,maybe end using action word something whilst academia free flowing question based etc,0.462053155,0.45696509,0.718040219,0.586926507,0.011027673,0.020016131,0.028346115,0.113803312,0.160496244,0.062180151,0.161164097,0.010981975,0.062438893,0.088423682,0.088057265,0.028464068,0.015552272,0.020099422,0.113331719,0.015616987,0.288437068,0.195134073,0.259593934,0.186054021,0.07078097,0.219366506
70,U0X6CUQ3D,3/04/2016 14:08,4/04/2016 11:56,4/04/2016 11:56,21,Data Preparation,u wdyeg please try exporting see look like Happy share,0.49949175,0.459286189,0.690012675,0.462687602,0.029201506,0.019148847,0.019920823,0.0942575,0.082133026,0.100844699,0.098057439,0.024459215,0.120397037,0.125250777,0.104910202,0.023783184,0.025445275,0.022861534,0.078950192,0.030378748,0.066184841,0.118688747,0.306352496,0.304205924,0.204567969,0.624064326
71,U0WDYEG6S,3/04/2016 14:08,4/04/2016 11:56,4/04/2016 11:56,21,Data Preparation,duhita joined,0.401379113,0.590829588,0.312538193,0.28790638,0.126533613,0.027070489,0.037731044,0.009835006,0.013648375,0.045571321,0.013708103,0.125982291,0.04577075,0.063795603,0.063517638,0.037896162,0.175595031,0.027188955,0.009792154,0.176363468,0.165862501,0.229659289,0.234423697,0.149779409,0.220275104,0.475913852
72,U0X6CUQ3D,3/04/2016 23:07,4/04/2016 20:55,4/04/2016 20:55,21,Ignore,martinlehmann joined,0.401379113,0.590829588,0.312538193,0.28790638,0.126533613,0.027070489,0.037731044,0.009835006,0.013648375,0.045571321,0.013708103,0.125982291,0.04577075,0.063795603,0.063517638,0.037896162,0.175595031,0.027188955,0.009792154,0.176363468,0.165862501,0.229659289,0.234423697,0.149779409,0.220275104,0.475913852
73,U0X6CUQ3D,3/04/2016 23:07,4/04/2016 20:55,4/04/2016 20:55,21,Ignore,martinlehmann joined,0.401379113,0.590829588,0.312538193,0.28790638,0.126533613,0.027070489,0.037731044,0.009835006,0.013648375,0.045571321,0.013708103,0.125982291,0.04577075,0.063795603,0.063517638,0.037896162,0.175595031,0.027188955,0.009792154,0.176363468,0.165862501,0.229659289,0.234423697,0.149779409,0.220275104,0.475913852
74,U0X6CUQ3D,3/04/2016 23:09,4/04/2016 20:56,4/04/2016 20:56,21,General,hey guy library workshop referencing literature searching tomorrow pm hour cb,0.562912867,0.378128563,0.567926392,0.600830343,0.073977984,0.054610209,0.037603341,0.122868048,0.044450912,0.045945804,0.084604127,0.038867948,0.08744938,0.060215642,0.031637229,0.071571037,0.02676358,0.10394048,0.064554732,0.050939547,0.084610693,0.56272471,0.268610299,0.067431331,0.016623,0.145721152
75,U0X6CUQ3D,3/04/2016 23:09,4/04/2016 20:57,4/04/2016 20:57,21,General,attending summarise result,0.450822396,0.51774371,0.652467245,0.552527754,0.014214147,0.033207526,0.050816316,0.079614869,0.169734197,0.066144766,0.121831852,0.019802924,0.047477406,0.072653015,0.101219021,0.036474948,0.030303722,0.023835706,0.110918168,0.021751413,0.141950011,0.264818966,0.176320359,0.146901518,0.27000916,0.474721938
76,U0WEAA087,3/04/2016 23:23,4/04/2016 21:11,4/04/2016 21:11,21,General,hey martin definitely great point meaning create slack got quite busy going start creating today kick discussion,0.494266788,0.403014722,0.606856401,0.541100636,0.058012577,0.032368784,0.032031517,0.105080864,0.056741891,0.056076062,0.103985972,0.031655648,0.102765765,0.101694995,0.055491779,0.0587014,0.031325812,0.05931948,0.05733934,0.057408114,0.17449896,0.126682863,0.414255053,0.164931118,0.119632035,0.97941637
77,U0WEAA087,3/04/2016 23:31,4/04/2016 21:19,4/04/2016 21:19,21,General,jared joined,0.528911239,0.23083494,0.87034073,0.592885269,0.000120271,1.64E-05,1.31E-05,0.243674633,0.026687392,0.033438715,0.195176022,1.64E-05,0.244551258,0.195878171,0.026783401,9.60E-05,1.32E-05,0.000119839,0.03331885,9.63E-05,0.175896928,0.225330144,0.239408076,0.17890507,0.180459797,0.720957935
78,U0WDYEG6S,3/04/2016 23:31,4/04/2016 21:19,4/04/2016 21:19,21,General,duhita joined,0.401379113,0.590829588,0.312538193,0.28790638,0.126533613,0.027070489,0.037731044,0.009835006,0.013648375,0.045571321,0.013708103,0.125982291,0.04577075,0.063795603,0.063517638,0.037896162,0.175595031,0.027188955,0.009792154,0.176363468,0.165862501,0.229659289,0.234423697,0.149779409,0.220275104,0.475913852
79,U0WEAA087,3/04/2016 23:31,4/04/2016 21:19,4/04/2016 21:19,21,General,jared set purpose dedicated data algorithm meaning,0.377181178,0.389089942,0.700331266,0.621107776,0.014841151,0.013275561,0.027075565,0.11126506,0.118137731,0.033711949,0.226925573,0.007726321,0.0647558,0.132069736,0.068755671,0.052008262,0.015757866,0.025500442,0.057924726,0.030268592,0.173922896,0.086437397,0.496887177,0.148068562,0.094683975,0.86087054
80,U0WFHMEM8,3/04/2016 23:31,4/04/2016 21:19,4/04/2016 21:19,21,General,hussam joined,0.401379113,0.590829588,0.312538193,0.28790638,0.126533613,0.027070489,0.037731044,0.009835006,0.013648375,0.045571321,0.013708103,0.125982291,0.04577075,0.063795603,0.063517638,0.037896162,0.175595031,0.027188955,0.009792154,0.176363468,0.165862501,0.229659289,0.234423697,0.149779409,0.220275104,0.475913852
81,U0X443CKZ,3/04/2016 23:31,4/04/2016 21:19,4/04/2016 21:19,21,General,chris garces joined,0.542618461,0.484288056,0.532362618,0.40664903,0.093871451,0.040384113,0.030103535,0.058302196,0.036030204,0.093144584,0.043460215,0.077823075,0.112352503,0.083750943,0.06943278,0.036311371,0.058011667,0.04871197,0.048334783,0.06997461,0.134750679,0.193140924,0.191726267,0.148833662,0.331548452,0.595537066
82,U0X6CUQ3D,3/04/2016 23:31,4/04/2016 21:19,4/04/2016 21:19,21,General,martinlehmann joined,0.401379113,0.590829588,0.312538193,0.28790638,0.126533613,0.027070489,0.037731044,0.009835006,0.013648375,0.045571321,0.013708103,0.125982291,0.04577075,0.063795603,0.063517638,0.037896162,0.175595031,0.027188955,0.009792154,0.176363468,0.165862501,0.229659289,0.234423697,0.149779409,0.220275104,0.475913852
83,U0WEAA087,3/04/2016 23:32,4/04/2016 21:20,4/04/2016 21:20,21,General,jared joined,0.528911239,0.23083494,0.87034073,0.592885269,0.000120271,1.64E-05,1.31E-05,0.243674633,0.026687392,0.033438715,0.195176022,1.64E-05,0.244551258,0.195878171,0.026783401,9.60E-05,1.32E-05,0.000119839,0.03331885,9.63E-05,0.175896928,0.225330144,0.239408076,0.17890507,0.180459797,0.720957935
84,U0WDYEG6S,3/04/2016 23:32,4/04/2016 21:20,4/04/2016 21:20,21,General,duhita joined,0.401379113,0.590829588,0.312538193,0.28790638,0.126533613,0.027070489,0.037731044,0.009835006,0.013648375,0.045571321,0.013708103,0.125982291,0.04577075,0.063795603,0.063517638,0.037896162,0.175595031,0.027188955,0.009792154,0.176363468,0.165862501,0.229659289,0.234423697,0.149779409,0.220275104,0.475913852
85,U0WEAA087,3/04/2016 23:32,4/04/2016 21:20,4/04/2016 21:20,21,General,jared set purpose dedicated data science innovation,0.35721013,0.362803788,0.730888103,0.741957505,0.005189034,0.01197505,0.03021003,0.128971792,0.170412131,0.015330907,0.325363284,0.002717806,0.029270887,0.073843062,0.038676009,0.057679194,0.006856339,0.02286364,0.067550209,0.013090624,0.204466835,0.057922743,0.407512248,0.12459597,0.205502227,0.963841259
86,U0WFHMEM8,3/04/2016 23:32,4/04/2016 21:20,4/04/2016 21:20,21,General,hussam joined,0.401379113,0.590829588,0.312538193,0.28790638,0.126533613,0.027070489,0.037731044,0.009835006,0.013648375,0.045571321,0.013708103,0.125982291,0.04577075,0.063795603,0.063517638,0.037896162,0.175595031,0.027188955,0.009792154,0.176363468,0.165862501,0.229659289,0.234423697,0.149779409,0.220275104,0.475913852
87,U0X443CKZ,3/04/2016 23:32,4/04/2016 21:20,4/04/2016 21:20,21,General,chris garces joined,0.542618461,0.484288056,0.532362618,0.40664903,0.093871451,0.040384113,0.030103535,0.058302196,0.036030204,0.093144584,0.043460215,0.077823075,0.112352503,0.083750943,0.06943278,0.036311371,0.058011667,0.04871197,0.048334783,0.06997461,0.134750679,0.193140924,0.191726267,0.148833662,0.331548452,0.595537066
88,U0X6CUQ3D,3/04/2016 23:32,4/04/2016 21:20,4/04/2016 21:20,21,General,martinlehmann joined,0.401379113,0.590829588,0.312538193,0.28790638,0.126533613,0.027070489,0.037731044,0.009835006,0.013648375,0.045571321,0.013708103,0.125982291,0.04577075,0.063795603,0.063517638,0.037896162,0.175595031,0.027188955,0.009792154,0.176363468,0.165862501,0.229659289,0.234423697,0.149779409,0.220275104,0.475913852
89,U0WEAA087,3/04/2016 23:35,4/04/2016 21:23,4/04/2016 21:23,21,General,going pause creating phase crisp dm think might making many,0.448724051,0.380436716,0.481827252,0.764051205,0.027698411,0.073619032,0.097808461,0.095603795,0.069333903,0.010717865,0.127016884,0.015119557,0.019634692,0.026086175,0.014239496,0.179181112,0.020087477,0.134867064,0.052186639,0.036799438,0.031349793,0.322847366,0.25647974,0.04348056,0.3458426,0.928519309
90,U0X6CUQ3D,4/04/2016 0:12,4/04/2016 22:00,4/04/2016 22:00,21,General,already created last night think going tonne discussion around area,0.366218416,0.458524176,0.463705607,0.469209791,0.077546479,0.026174132,0.046435936,0.042676701,0.039716288,0.034791441,0.075713402,0.040677848,0.066324889,0.117668021,0.061724041,0.088523447,0.072167205,0.049897226,0.022386527,0.13757642,0.097597361,0.366512299,0.209649831,0.214238882,0.112001598,0.874277174
91,U0X6CUQ3D,4/04/2016 0:13,4/04/2016 22:00,4/04/2016 22:00,21,General,good though think main point need cover store data reasonable project plan place,0.376783119,0.434868087,0.494175223,0.650574074,0.034201965,0.046369532,0.089935085,0.068679483,0.084576432,0.020421949,0.133205898,0.021715857,0.03216409,0.06238321,0.039608974,0.14164565,0.04211855,0.073030925,0.04360667,0.066335728,0.497252971,0.188899934,0.176454306,0.11382091,0.023571856,0.94882226
92,U0X6CUQ3D,4/04/2016 0:53,4/04/2016 22:40,4/04/2016 22:40,21,Modelling,u x ckz chris found excerpt book around textual mining attach tonight really good approach text,0.539778779,0.600487327,0.681086208,0.441972557,0.009994344,0.031734224,0.032574361,0.056633998,0.165159985,0.143966953,0.058133336,0.028394477,0.05067377,0.052015316,0.147778347,0.011465587,0.029146197,0.011169874,0.160900286,0.010258936,0.018384453,0.076556154,0.433899254,0.04138352,0.429776549,0.737165153
93,U0X443CKZ,4/04/2016 3:54,5/04/2016 1:41,5/04/2016 1:41,21,General,attending,0.60635127,0.415617663,0.821971959,0.544545926,0.003505436,0.004412654,0.002927717,0.17459364,0.107590766,0.119647969,0.115839757,0.003255813,0.128821386,0.085470685,0.07938429,0.003152186,0.002160174,0.004750973,0.162160764,0.002325794,0.18418707,0.228496447,0.220647603,0.164091021,0.202577844,0.443441719
94,U0X6CUQ3D,4/04/2016 9:58,5/04/2016 7:46,5/04/2016 7:46,21,Ignore,martinlehmann left,0.337410991,0.566374609,0.42037236,0.382567827,0.057982745,0.027967339,0.062500468,0.022626564,0.050084221,0.04602212,0.050565084,0.057431342,0.046463983,0.103836145,0.102848694,0.06310054,0.12834563,0.028235856,0.02241139,0.129577888,0.168844104,0.248504028,0.203273207,0.177574798,0.201803878,0.253938973
95,U0X6CUQ3D,4/04/2016 9:58,5/04/2016 7:46,5/04/2016 7:46,21,Ignore,martinlehmann left,0.337410991,0.566374609,0.42037236,0.382567827,0.057982745,0.027967339,0.062500468,0.022626564,0.050084221,0.04602212,0.050565084,0.057431342,0.046463983,0.103836145,0.102848694,0.06310054,0.12834563,0.028235856,0.02241139,0.129577888,0.168844104,0.248504028,0.203273207,0.177574798,0.201803878,0.253938973
96,U0X6CUQ3D,4/04/2016 9:58,5/04/2016 7:46,5/04/2016 7:46,21,General,hey guy working cluster b cluster task,0.381523202,0.475722448,0.594460864,0.540143519,0.026871211,0.027136256,0.053499497,0.068792172,0.11151734,0.046055717,0.135624699,0.022094839,0.056011853,0.110428126,0.090799466,0.065064798,0.043560275,0.03300246,0.056564329,0.052976956,0.461761087,0.056210283,0.148285091,0.15108566,0.182657868,0.609291852
97,U0X6CUQ3D,4/04/2016 9:59,5/04/2016 7:47,5/04/2016 7:47,21,General,hey guy working assignment task due sunday,0.427951094,0.482171058,0.480954671,0.487051704,0.068883497,0.042215627,0.057740847,0.052621904,0.053567287,0.047561426,0.071974138,0.051267054,0.063904536,0.08740607,0.065052621,0.077581822,0.070121028,0.056721807,0.039164244,0.094216094,0.217764467,0.15278022,0.275492847,0.11464633,0.239316165,0.733765483
98,U0X6CUQ3D,4/04/2016 10:08,5/04/2016 7:55,5/04/2016 7:55,21,General,hi duhita group dam cluster task due sat guy come without seeing assignment work,0.367500437,0.512517443,0.710860767,0.354796712,0.01166115,0.004319738,0.009031729,0.045440574,0.08458233,0.097223774,0.095007369,0.010381587,0.10920691,0.228330331,0.203275934,0.010144918,0.021705872,0.00485216,0.040454437,0.024381189,0.29185456,0.159612015,0.048920084,0.488608986,0.011004356,0.136901438
99,U0WDYEG6S,4/04/2016 10:08,5/04/2016 7:56,5/04/2016 7:56,21,Business Understanding,duhita joined,0.401379113,0.590829588,0.312538193,0.28790638,0.126533613,0.027070489,0.037731044,0.009835006,0.013648375,0.045571321,0.013708103,0.125982291,0.04577075,0.063795603,0.063517638,0.037896162,0.175595031,0.027188955,0.009792154,0.176363468,0.165862501,0.229659289,0.234423697,0.149779409,0.220275104,0.475913852
100,U0WEAA087,4/04/2016 10:08,5/04/2016 7:56,5/04/2016 7:56,21,Business Understanding,jared joined,0.528911239,0.23083494,0.87034073,0.592885269,0.000120271,1.64E-05,1.31E-05,0.243674633,0.026687392,0.033438715,0.195176022,1.64E-05,0.244551258,0.195878171,0.026783401,9.60E-05,1.32E-05,0.000119839,0.03331885,9.63E-05,0.175896928,0.225330144,0.239408076,0.17890507,0.180459797,0.720957935
101,U0WFHMEM8,4/04/2016 10:08,5/04/2016 7:56,5/04/2016 7:56,21,Business Understanding,hussam joined,0.401379113,0.590829588,0.312538193,0.28790638,0.126533613,0.027070489,0.037731044,0.009835006,0.013648375,0.045571321,0.013708103,0.125982291,0.04577075,0.063795603,0.063517638,0.037896162,0.175595031,0.027188955,0.009792154,0.176363468,0.165862501,0.229659289,0.234423697,0.149779409,0.220275104,0.475913852
102,U0X443CKZ,4/04/2016 10:08,5/04/2016 7:56,5/04/2016 7:56,21,Business Understanding,chris garces joined,0.542618461,0.484288056,0.532362618,0.40664903,0.093871451,0.040384113,0.030103535,0.058302196,0.036030204,0.093144584,0.043460215,0.077823075,0.112352503,0.083750943,0.06943278,0.036311371,0.058011667,0.04871197,0.048334783,0.06997461,0.134750679,0.193140924,0.191726267,0.148833662,0.331548452,0.595537066
103,U0WDYEG6S,4/04/2016 10:08,5/04/2016 7:56,5/04/2016 7:56,21,Data Understanding,duhita joined,0.401379113,0.590829588,0.312538193,0.28790638,0.126533613,0.027070489,0.037731044,0.009835006,0.013648375,0.045571321,0.013708103,0.125982291,0.04577075,0.063795603,0.063517638,0.037896162,0.175595031,0.027188955,0.009792154,0.176363468,0.165862501,0.229659289,0.234423697,0.149779409,0.220275104,0.475913852
